wordpiece,tokenized by BERT
parallelism,parallel ##ism
authenticating,authentic ##ating
lexical,lexi ##cal
contrad,contra ##d
precompiled,pre ##com ##pile ##d
backgroundworker,background ##work ##er
protobuf,proto ##bu ##f
interestingly,interesting ##ly
cdata,cd ##ata
couldnt,couldn ##t
logon,logo ##n
lambdas,lambda ##s
alphabetical,alphabet ##ical
defe,def ##e
dup,du ##p
backt,back ##t
workstation,works ##tation
afnetworking,af ##net ##working
navigates,navigate ##s
blogg,blog ##g
primefaces,prime ##face ##s
initialisation,initial ##isation
conceptually,conceptual ##ly
1111,111 ##1
howto,how ##to
motiv,mo ##tiv
tortoisesvn,tor ##to ##ises ##vn
lxml,l ##x ##ml
u00,u ##00
ble,b ##le
fp,f ##p
tinymce,tiny ##mc ##e
wildcards,wild ##cards
framelayout,frame ##lay ##out
mitig,mit ##ig
subnet,sub ##net
exhib,ex ##hi ##b
finder,find ##er
guava,gu ##ava
myfile,my ##fi ##le
dram,dr ##am
geolocation,geo ##lo ##cation
reconstruct,rec ##ons ##truct
encapsulated,en ##cap ##sul ##ated
overflows,over ##flow ##s
dtd,dt ##d
zoomed,zoom ##ed
semantically,semantic ##ally
activitythread,activity ##th ##rea ##d
havent,haven ##t
unbind,un ##bin ##d
reducer,reduce ##r
encrypting,en ##cr ##yp ##ting
communicates,communicate ##s
redux,red ##ux
statuses,status ##es
inlined,inline ##d
boils,boil ##s
cxf,c ##x ##f
myisam,my ##isa ##m
rvalue,rv ##al ##ue
interfer,inter ##fer
tinypic,tiny ##pic
webhook,web ##ho ##ok
y1,y ##1
gitlab,gi ##tl ##ab
webforms,web ##forms
devel,dev ##el
portability,port ##ability
rethink,re ##thi ##nk
inex,in ##ex
enclose,en ##cl ##ose
instagram,ins ##tagram
ror,ro ##r
imap,im ##ap
xmx,x ##mx
deliber,del ##ibe ##r
subsets,subset ##s
alphabetically,alphabet ##ically
contour,con ##tour
jsr,j ##sr
subtype,sub ##type
inputted,input ##ted
devs,dev ##s
ckeditor,ck ##ed ##itor
mkdir,mk ##di ##r
ondestroy,on ##des ##tro ##y
unfortun,un ##fort ##un
solver,solve ##r
resc,res ##c
edt,ed ##t
deployments,deployment ##s
functor,fun ##ctor
unbound,un ##bound
curios,cu ##rio ##s
ora,or ##a
myst,my ##st
tty,tt ##y
456,45 ##6
malformed,mal ##formed
partials,partial ##s
page1,page ##1
unint,un ##int
headless,head ##less
wp7,w ##p ##7
glitch,g ##lit ##ch
rew,re ##w
rdd,rd ##d
sanitize,san ##iti ##ze
pcl,pc ##l
0001,000 ##1
submodules,sub ##mo ##du ##les
cdi,cd ##i
selecteditem,selected ##ite ##m
0f,0 ##f
slows,slow ##s
maintainability,maintain ##ability
bre,br ##e
lvalue,l ##val ##ue
regenerate,reg ##ener ##ate
hes,he ##s
opensource,opens ##our ##ce
amer,am ##er
instanceof,instance ##of
antlr,ant ##lr
sqlalchemy,sql ##al ##che ##my
solaris,solar ##is
interprets,interpret ##s
substrings,sub ##st ##ring ##s
philosop,phil ##oso ##p
sph,sp ##h
npe,np ##e
pickle,pick ##le
customizing,custom ##izing
accessors,access ##ors
sln,sl ##n
dosomething,dos ##ome ##thing
gur,gu ##r
didselect,did ##sel ##ect
calib,cal ##ib
scoping,sc ##oping
enumerable,en ##ume ##rable
advisable,ad ##vis ##able
rw,r ##w
unrel,un ##rel
postfix,post ##fi ##x
ignor,ign ##or
modifiers,mod ##ifiers
768,76 ##8
favicon,fa ##vic ##on
errno,er ##rno
wireshark,wires ##har ##k
nons,non ##s
registr,regis ##tr
activemq,active ##m ##q
sonarqube,sonar ##qu ##be
bots,bot ##s
outputted,output ##ted
subtracting,sub ##tra ##cting
hth,h ##th
fadein,fade ##in
zsh,z ##sh
terminator,term ##inator
sev,se ##v
tink,tin ##k
neglig,ne ##gli ##g
i´m,i ##´ ##m
pkcs,p ##k ##cs
compr,com ##pr
clickonce,click ##on ##ce
onactivityresult,on ##act ##ivity ##res ##ult
minimized,minimize ##d
system32,system ##32
bigdecimal,big ##de ##ci ##mal
phpunit,php ##uni ##t
keydown,key ##down
entityframework,entity ##frame ##work
resolver,resolve ##r
selectable,select ##able
gls,g ##ls
underline,under ##line
rdf,rd ##f
invert,in ##vert
vcs,vc ##s
persisting,persist ##ing
nutshell,nuts ##hell
rotates,rotate ##s
mapreduce,map ##red ##uce
latex,late ##x
addons,add ##ons
subreport,sub ##re ##port
wix,wi ##x
convol,con ##vo ##l
ons,on ##s
tp,t ##p
overlaps,overlap ##s
lon,lo ##n
rtf,rt ##f
e2,e ##2
javascripts,java ##script ##s
firmware,firm ##ware
satisfies,sat ##is ##fies
aswell,as ##well
delph,del ##ph
pycharm,p ##ych ##arm
ddd,dd ##d
1d,1 ##d
millisecond,mill ##ise ##con ##d
onstart,on ##star ##t
benchmarks,bench ##marks
dependant,depend ##ant
accelerometer,acc ##ele ##rom ##eter
gam,ga ##m
x11,x ##11
addclass,add ##class
downgrade,down ##grade
tabular,tab ##ular
9999,999 ##9
bookmarks,book ##marks
inbuilt,in ##bu ##il ##t
headings,heading ##s
itertools,it ##ert ##ool ##s
synced,sync ##ed
kl,k ##l
redeploy,red ##ep ##lo ##y
classname,class ##name
multicast,multi ##cast
jsonobject,j ##son ##ob ##ject
lastname,last ##name
viewmodels,view ##mo ##del ##s
automag,auto ##ma ##g
cgrect,c ##gre ##ct
myproject,my ##pro ##ject
achive,ac ##hi ##ve
synthesize,synth ##es ##ize
separators,sep ##arat ##ors
orth,or ##th
ber,be ##r
bmp,b ##mp
paintcomponent,paint ##com ##pone ##nt
computes,compute ##s
slf4j,sl ##f ##4 ##j
indexer,index ##er
voc,vo ##c
a3,a ##3
camer,came ##r
sth,st ##h
tryed,try ##ed
crc,cr ##c
confuses,confuse ##s
lexer,lex ##er
foll,f ##oll
unob,uno ##b
cascading,cas ##ca ##ding
glibc,g ##lib ##c
value1,value ##1
viewgroup,view ##group
pitfalls,pit ##falls
hyperlinks,hyper ##link ##s
referrer,refer ##rer
httpwebrequest,http ##we ##bre ##quest
100000,1000 ##00
shim,shi ##m
mywebsite,my ##we ##bs ##ite
multiples,multiple ##s
dx,d ##x
h3,h ##3
primes,prime ##s
edit2,edit ##2
ipv4,ip ##v ##4
transpose,trans ##pose
abi,ab ##i
anaconda,ana ##con ##da
dba,db ##a
syncing,sync ##ing
doct,doc ##t
frm,fr ##m
nsfetch,ns ##fe ##tch
headaches,headache ##s
radiobutton,radio ##bu ##tton
uac,ua ##c
skype,sky ##pe
nsoperation,ns ##oper ##ation
databinding,data ##bin ##ding
ideone,id ##eon ##e
clipping,clip ##ping
cols,col ##s
reformat,reform ##at
summ,sum ##m
violates,violate ##s
woocommerce,woo ##com ##mer ##ce
2048,204 ##8
ggplot2,g ##gp ##lot ##2
gettext,get ##text
rubyonrails,ruby ##on ##rail ##s
ontouch,onto ##uch
filepath,file ##path
pyc,p ##y ##c
sftp,sf ##tp
anon,an ##on
getinstance,get ##ins ##tance
recordset,records ##et
intermitt,inter ##mit ##t
explanatory,ex ##pl ##ana ##tory
predicates,pre ##dicate ##s
runtimeexception,run ##time ##ex ##ception
20px,20 ##p ##x
inet,in ##et
grays,gray ##s
irrespective,ir ##res ##pe ##ctive
disag,di ##sa ##g
spar,spa ##r
spir,sp ##ir
webgl,web ##gl
mailer,mail ##er
diagnostics,diagnostic ##s
inconven,inc ##on ##ven
fut,fu ##t
strtotime,st ##rt ##ot ##ime
runat,run ##at
cropped,crop ##ped
umbraco,um ##bra ##co
deve,dev ##e
workload,work ##load
chromium,ch ##rom ##ium
ln,l ##n
winrt,win ##rt
v5,v ##5
redundancy,red ##unda ##ncy
akka,ak ##ka
sheet1,sheet ##1
2gb,2 ##gb
ampers,amp ##ers
hashtable,hash ##table
ivar,iv ##ar
unz,un ##z
fps,f ##ps
advertise,ad ##vert ##ise
eax,ea ##x
dv,d ##v
pil,pi ##l
var1,var ##1
cance,can ##ce
wchar,wc ##har
avaudio,ava ##udi ##o
scm,sc ##m
alertdialog,alert ##dial ##og
00000000,000 ##00 ##00 ##0
haml,ham ##l
dpi,d ##pi
tcl,tc ##l
nullreference,null ##re ##ference
123456,123 ##45 ##6
reassign,re ##ass ##ign
traceback,trace ##back
negligible,ne ##gli ##gible
avg,av ##g
unmarsh,un ##mar ##sh
isp,is ##p
nstext,ns ##text
autog,auto ##g
appc,app ##c
recognizer,recognize ##r
inapp,ina ##pp
omn,om ##n
flawlessly,flawless ##ly
writeline,write ##line
fiddling,fi ##ddling
plugged,plug ##ged
messes,mess ##es
ont,on ##t
multit,multi ##t
rearrange,rear ##rang ##e
typos,ty ##po ##s
singletons,singleton ##s
page2,page ##2
reloaddata,re ##load ##da ##ta
lng,l ##ng
coinc,coin ##c
readline,read ##line
academ,ac ##ade ##m
mant,man ##t
denormal,den ##or ##mal
tooltips,tool ##tip ##s
homebrew,home ##bre ##w
lifer,life ##r
bsd,bs ##d
dequeue,de ##que ##ue
prett,pre ##tt
kernels,kernel ##s
iterated,it ##erated
anticip,anti ##ci ##p
dynamodb,dynamo ##db
advices,advice ##s
p4,p ##4
minify,mini ##fy
gradients,gradient ##s
ellipse,el ##lip ##se
qml,q ##ml
nstimer,ns ##time ##r
mocks,mock ##s
uitabbarcontroller,ui ##ta ##bba ##rco ##nt ##roller
mef,me ##f
multim,multi ##m
aggregated,aggregate ##d
dashes,dash ##es
beac,bea ##c
lm,l ##m
booleans,boo ##lean ##s
aptana,apt ##ana
jmx,j ##mx
intermedi,inter ##med ##i
kml,km ##l
glo,g ##lo
concent,con ##cent
annoy,ann ##oy
syntactically,syn ##ta ##ctic ##ally
unreadable,un ##rea ##dable
beware,be ##ware
tkinter,t ##kin ##ter
workflows,work ##flow ##s
fwiw,f ##wi ##w
getdata,get ##da ##ta
errone,er ##rone
armv7,arm ##v ##7
savechanges,save ##chang ##es
getname,get ##name
moz,mo ##z
convoluted,con ##vo ##lu ##ted
destructors,des ##truct ##ors
quadr,quad ##r
4096,40 ##9 ##6
fedora,fed ##ora
similiar,simi ##lia ##r
whitespaces,whites ##pace ##s
myobject,my ##ob ##ject
compareto,compare ##to
overlays,over ##lay ##s
complicate,com ##pl ##icate
proguard,pro ##guard
watermark,water ##mark
swe,sw ##e
strcpy,st ##rc ##py
indic,ind ##ic
pwd,p ##wd
uialertview,ui ##ale ##rt ##view
consolid,con ##sol ##id
certs,ce ##rts
gover,gov ##er
qgraphics,q ##graphic ##s
dereferencing,der ##efe ##ren ##cing
ipt,ip ##t
rerun,re ##run
queryset,query ##set
ondraw,on ##dra ##w
hbm,h ##bm
lazily,la ##zily
intptr,int ##pt ##r
edmx,ed ##mx
blanks,blank ##s
decrypted,dec ##ry ##pt ##ed
scrapy,scrap ##y
soa,so ##a
getresource,get ##res ##our ##ce
enlighten,en ##light ##en
guesses,guess ##es
decompress,deco ##mp ##ress
resizable,res ##iza ##ble
200px,200 ##p ##x
centering,center ##ing
getstring,gets ##tri ##ng
popups,pop ##ups
ecmascript,ec ##mas ##cript
worklight,work ##light
invocations,in ##vocation ##s
indented,ind ##ented
extensible,ex ##tens ##ible
negot,ne ##go ##t
9000,900 ##0
jstl,j ##st ##l
jbutton,j ##bu ##tton
tryparse,try ##par ##se
gcd,g ##cd
bufferedreader,buffer ##ed ##rea ##der
quickstart,quick ##star ##t
q1,q ##1
autow,auto ##w
grayscale,gray ##sca ##le
jf,j ##f
psql,ps ##q ##l
caveats,cave ##ats
assoc,ass ##oc
openmp,open ##mp
succesfully,su ##cc ##es ##fully
sett,set ##t
jetbrains,jet ##bra ##ins
tabbed,tab ##bed
simpledateformat,simple ##date ##form ##at
interoper,inter ##oper
tabbar,tab ##bar
reproducible,rep ##rod ##ucible
taskbar,task ##bar
constrain,con ##stra ##in
prototyp,proto ##ty ##p
svm,sv ##m
screenc,screen ##c
upv,up ##v
vlc,v ##lc
wip,wi ##p
ux,u ##x
heuristic,he ##uri ##stic
msmq,ms ##m ##q
tld,t ##ld
exemple,ex ##em ##ple
hovers,hove ##rs
pert,per ##t
biztalk,bi ##z ##talk
biginteger,big ##int ##eger
liqu,li ##qu
beautifulsoup,beautiful ##so ##up
ttf,tt ##f
z0,z ##0
lol,lo ##l
printable,print ##able
mongod,mon ##go ##d
classa,class ##a
col2,col ##2
xxxxx,xx ##xx ##x
qty,q ##ty
publickey,public ##key
vs2015,vs ##20 ##15
xdebug,x ##de ##bu ##g
aborted,ab ##orted
spreadsheets,spreads ##hee ##ts
unsub,un ##su ##b
invoices,in ##vo ##ices
criter,cr ##iter
chron,ch ##ron
valueof,value ##of
serverside,servers ##ide
y2,y ##2
enqueue,en ##que ##ue
modulus,mod ##ulus
testers,test ##ers
selectedindex,selected ##ind ##ex
geom,geo ##m
thx,th ##x
a4,a ##4
slo,sl ##o
jst,j ##st
automagically,auto ##ma ##gical ##ly
interpolate,inter ##pol ##ate
grained,grain ##ed
optimise,opt ##imi ##se
simplifies,sim ##pl ##ifies
indirection,indirect ##ion
0s,0 ##s
subsystem,sub ##sy ##ste ##m
cronjob,cr ##on ##jo ##b
preprocessing,prep ##ro ##ces ##sing
obfuscated,ob ##fus ##cated
itemscontrol,items ##con ##tro ##l
pythonpath,python ##path
overriden,over ##ride ##n
libxml,li ##b ##x ##ml
spi,sp ##i
compens,com ##pen ##s
ssd,ss ##d
splice,sp ##lice
libst,li ##bs ##t
stmt,st ##mt
npmjs,np ##m ##js
d2,d ##2
joda,jo ##da
inaccur,ina ##cc ##ur
responder,respond ##er
fifo,fi ##fo
wk,w ##k
backspace,backs ##pace
surrogate,sur ##rogate
addin,add ##in
manipulations,manipulation ##s
reloc,re ##lo ##c
subclassed,sub ##class ##ed
viewdidappear,view ##di ##da ##ppe ##ar
moot,mo ##ot
queryselector,query ##sel ##ect ##or
abcd,abc ##d
nullreferenceexception,null ##re ##ference ##ex ##ception
refine,ref ##ine
phantomjs,phantom ##js
superuser,super ##user
integrates,integrate ##s
refactored,ref ##act ##ored
mysqldump,my ##s ##q ##ld ##ump
brev,br ##ev
unresp,un ##res ##p
mathematica,math ##ema ##tica
vpc,vp ##c
swagger,sw ##agger
openj,open ##j
linkedin,linked ##in
lite,lit ##e
hooking,hook ##ing
tweaks,t ##we ##aks
develo,dev ##elo
unusable,un ##usa ##ble
wys,w ##ys
untr,un ##tr
etl,et ##l
reshape,res ##ha ##pe
r1,r ##1
practise,pr ##act ##ise
missp,miss ##p
onclicklistener,on ##cl ##ick ##list ##ener
ration,ratio ##n
occuring,occur ##ing
adfs,ad ##fs
ico,ic ##o
winform,win ##form
skew,sk ##ew
tamper,tam ##per
brevity,br ##ev ##ity
cllocation,cl ##lo ##cation
navigationcontroller,navigation ##con ##tro ##ller
testable,test ##able
textfields,text ##fields
enl,en ##l
holid,ho ##lid
informative,inform ##ative
gethashcode,get ##has ##hc ##ode
inferred,in ##fer ##red
autocomple,auto ##com ##ple
stateful,state ##ful
uisearch,ui ##sea ##rch
modem,mode ##m
myarray,my ##ar ##ray
pythonic,python ##ic
appspot,apps ##pot
uncompressed,un ##com ##pressed
eclipselink,eclipse ##link
exch,ex ##ch
cnf,cn ##f
stead,ste ##ad
misc,mis ##c
ciph,ci ##ph
storyboards,story ##boards
richtextbox,rich ##text ##box
cfm,cf ##m
wether,wet ##her
onmouse,on ##mous ##e
plunker,pl ##unk ##er
fing,fin ##g
deduce,de ##du ##ce
alarmmanager,alarm ##mana ##ger
standpoint,stand ##point
appender,app ##end ##er
surfaceview,surface ##view
factorial,factor ##ial
ocaml,o ##cam ##l
hij,hi ##j
searchable,search ##able
reconfig,rec ##on ##fi ##g
0x8,0 ##x ##8
accomplishing,accomplish ##ing
a€¦,a ##€ ##¦
vcl,vc ##l
tk,t ##k
testng,test ##ng
collide,col ##lide
getuser,get ##user
coords,co ##ord ##s
spits,spit ##s
unrecognized,un ##re ##co ##gni ##zed
logarithm,log ##ari ##th ##m
uiimagepickercontroller,ui ##ima ##ge ##pic ##ker ##con ##tro ##ller
fractional,fraction ##al
hun,hu ##n
rou,ro ##u
unresponsive,un ##res ##pon ##sive
apc,ap ##c
quickest,quick ##est
beaut,beau ##t
ia´,ia ##´
locales,local ##es
permalink,per ##mal ##ink
seperated,sep ##erated
n2,n ##2
noclass,no ##class
eliminates,eliminate ##s
servicemodel,service ##mo ##del
divis,di ##vis
unselect,un ##sel ##ect
pci,pc ##i
wording,word ##ing
getclass,get ##class
untouch,unto ##uch
ordinal,or ##dina ##l
codehaus,code ##haus
reflector,reflect ##or
unitt,unit ##t
disreg,di ##sr ##eg
kinect,kin ##ect
mapview,map ##view
worthwhile,worth ##while
wysiw,w ##ys ##i ##w
ria,ri ##a
backtrace,back ##tra ##ce
locator,lo ##cat ##or
rewrites,re ##write ##s
polyfill,poly ##fi ##ll
somed,some ##d
curlopt,curl ##op ##t
sliders,slide ##rs
instantiates,instant ##iate ##s
viewbag,view ##bag
value2,value ##2
discr,disc ##r
oblig,ob ##li ##g
crt,cr ##t
propertychanged,property ##chang ##ed
mst,ms ##t
stdlib,st ##dl ##ib
mpmovie,mp ##mo ##vie
d1,d ##1
qp,q ##p
ped,pe ##d
clunky,cl ##unk ##y
form2,form ##2
ostream,os ##tream
pw,p ##w
customizable,custom ##iza ##ble
ctx,ct ##x
aggregates,aggregate ##s
babel,babe ##l
sqlserver,sql ##ser ##ver
noclassdef,no ##class ##de ##f
elb,el ##b
getvalue,get ##val ##ue
meth,met ##h
divisible,di ##vis ##ible
fieldset,fields ##et
rework,re ##work
unreachable,un ##rea ##cha ##ble
getitem,get ##ite ##m
stackpanel,stack ##pan ##el
announ,ann ##oun
emulators,em ##ulator ##s
hdpi,hd ##pi
incidentally,incident ##ally
cpan,cp ##an
logfile,log ##fi ##le
stubs,stu ##bs
netstat,nets ##tat
gson,gs ##on
cust,cu ##st
rubygems,ruby ##ge ##ms
4gb,4 ##gb
reimplement,rei ##mple ##ment
welcom,we ##lco ##m
masking,mask ##ing
chr,ch ##r
publickeytoken,public ##key ##tok ##en
analyt,anal ##yt
textviews,text ##view ##s
mutate,mu ##tate
oncreateview,on ##cre ##ate ##view
gnuplot,gnu ##pl ##ot
logback,log ##back
button1,button ##1
idx,id ##x
golang,go ##lang
filesize,files ##ize
deactivate,dea ##ct ##ivate
vh,v ##h
loopback,loop ##back
amazonaws,amazon ##aw ##s
functionally,functional ##ly
invalidated,invalid ##ated
notifydataset,not ##ify ##da ##tase ##t
select2,select ##2
fadeout,fade ##out
octal,oct ##al
xmlserializer,xml ##ser ##ial ##izer
distort,di ##stor ##t
degr,de ##gr
conditionals,conditional ##s
bufferedimage,buffer ##ed ##ima ##ge
rstudio,rs ##tu ##dio
relev,re ##lev
denom,den ##om
guideline,guide ##line
ellips,el ##lip ##s
jtextfield,j ##text ##field
undesirable,und ##es ##ira ##ble
ashx,ash ##x
flagged,flag ##ged
bidirectional,bid ##ire ##ction ##al
noclassdeffound,no ##class ##de ##ff ##ound
bins,bin ##s
toggling,to ##gg ##ling
strtok,st ##rt ##ok
csharp,cs ##har ##p
getelementsbytagname,get ##ele ##ments ##by ##tag ##name
spoof,sp ##oof
stdio,st ##dio
rcp,rc ##p
fread,fr ##ead
cname,cn ##ame
downv,down ##v
datacont,data ##con ##t
granularity,gran ##ular ##ity
metac,meta ##c
tablelayout,table ##lay ##out
autogener,auto ##gen ##er
scikit,sci ##kit
embar,em ##bar
guice,gui ##ce
frid,fr ##id
threadpoolexecutor,thread ##pool ##ex ##ec ##uto ##r
1gb,1 ##gb
decorators,decor ##ators
unac,una ##c
jls,j ##ls
accomp,acc ##omp
maths,math ##s
confl,con ##fl
timespan,times ##pan
emulation,em ##ulation
obfuscation,ob ##fus ##cation
coffeescript,coffee ##script
ics,ic ##s
simplistic,sim ##pl ##istic
gettype,get ##type
nove,nov ##e
wysiwyg,w ##ys ##i ##wy ##g
mdf,md ##f
variadic,var ##iad ##ic
ironpython,iron ##py ##th ##on
crl,cr ##l
outputstream,outputs ##tream
pix,pi ##x
moviecl,movie ##cl
libstdc,li ##bs ##t ##dc
preset,pre ##set
automapper,auto ##ma ##pper
monotouch,mono ##tou ##ch
iptables,ip ##table ##s
ect,ec ##t
uniq,un ##iq
vue,vu ##e
iostream,ios ##tream
backticks,back ##tick ##s
contradict,contra ##dict
simulating,sim ##ulating
bigquery,big ##que ##ry
retre,re ##tre
obst,ob ##st
bz,b ##z
virtualization,virtual ##ization
redistrib,red ##ist ##ri ##b
actionlistener,action ##list ##ener
tradeoff,trade ##off
nsnotification,ns ##not ##ification
optimised,opt ##imi ##sed
screencast,screen ##cast
zipped,zip ##ped
eigen,e ##igen
geocode,geo ##code
intentservice,intent ##ser ##vic ##e
scp,sc ##p
deserialized,des ##eria ##lized
precompile,pre ##com ##pile
positives,positive ##s
artisan,art ##isan
mouseout,mouse ##out
8888,88 ##8 ##8
logstash,logs ##tas ##h
lod,lo ##d
twe,t ##we
expandable,expand ##able
blueprint,blue ##print
vsts,vs ##ts
matcher,match ##er
mousedown,mouse ##down
liber,li ##ber
simplexml,simple ##x ##ml
drawables,draw ##able ##s
ordinates,or ##dina ##tes
ntl,nt ##l
manageable,manage ##able
cropping,crop ##ping
usec,use ##c
unm,un ##m
notifydatasetchanged,not ##ify ##da ##tase ##tch ##ange ##d
kerberos,ke ##rber ##os
specificity,specific ##ity
000000000,000 ##00 ##00 ##00
scrolltop,scroll ##top
myster,my ##ster
hob,ho ##b
filestream,files ##tream
trac,tr ##ac
q2,q ##2
ios6,ios ##6
calayer,cal ##ay ##er
unesc,une ##sc
blacklist,black ##list
progressbar,progress ##bar
50px,50 ##p ##x
lr,l ##r
prefetch,pre ##fe ##tch
icollection,ic ##oll ##ection
asi,as ##i
menuitem,menu ##ite ##m
stere,ste ##re
obfuscate,ob ##fus ##cate
unobtrusive,uno ##bt ##rus ##ive
fib,fi ##b
vaadin,va ##adi ##n
coord,co ##ord
partitioned,partition ##ed
mockito,mock ##ito
viewdata,view ##da ##ta
convolution,con ##vo ##lu ##tion
discrimin,disc ##rim ##in
breadcrumb,bread ##cr ##umb
safest,safe ##st
geocoding,geo ##co ##ding
cabal,cab ##al
italic,it ##alic
cdt,cd ##t
nsfetched,ns ##fe ##tched
beanstalk,beans ##talk
syslog,sy ##sl ##og
gv,g ##v
wp8,w ##p ##8
trivially,trivial ##ly
affili,af ##fi ##li
orderby,order ##by
referential,refer ##ential
lts,lt ##s
imagebutton,image ##bu ##tton
uipicker,ui ##pic ##ker
summing,sum ##ming
libcurl,li ##bc ##ur ##l
devexpress,dev ##ex ##press
syscall,sy ##sca ##ll
getcurrent,get ##cu ##rre ##nt
qwidget,q ##wi ##dget
codep,code ##p
applicationcontext,application ##con ##text
sybase,sy ##base
coales,coal ##es
kar,ka ##r
shortcode,short ##code
conda,con ##da
unary,una ##ry
benchmarking,bench ##mark ##ing
transformer,transform ##er
diam,dia ##m
artific,art ##ific
autof,auto ##f
unmod,un ##mo ##d
field1,field ##1
converters,convert ##ers
deriving,der ##iving
multis,multi ##s
positional,position ##al
empt,em ##pt
httprequest,http ##re ##quest
x509,x ##50 ##9
xargs,x ##ar ##gs
cq,c ##q
checkin,check ##in
transitive,transit ##ive
idata,ida ##ta
emits,emi ##ts
conce,con ##ce
sendmail,send ##mail
setvalue,set ##val ##ue
localize,local ##ize
enorm,en ##or ##m
mdpi,md ##pi
dfs,d ##fs
disposing,di ##sp ##osing
dofilter,do ##fi ##lter
readthedocs,read ##thed ##oc ##s
baff,ba ##ff
versioned,version ##ed
10g,10 ##g
rootscope,roots ##cope
inlining,in ##lining
sqlconnection,sql ##con ##ne ##ction
remoting,re ##mot ##ing
rhel,r ##hel
tint,tin ##t
applescript,apples ##cript
sqlcommand,sql ##com ##man ##d
noclassdeffounderror,no ##class ##de ##ff ##ound ##er ##ror
keystrokes,keys ##tro ##kes
ej,e ##j
1000000,1000 ##00 ##0
gy,g ##y
jruby,jr ##ub ##y
ampersand,amp ##ers ##and
scrollviewer,scroll ##view ##er
httpresponse,http ##res ##pon ##se
pinpoint,pin ##point
delim,del ##im
amd64,am ##d ##64
lookbehind,look ##be ##hin ##d
pathname,path ##name
tooling,tool ##ing
distro,di ##st ##ro
ctypes,ct ##ype ##s
gettime,get ##time
apostrophe,ap ##ost ##rop ##he
hardcoding,hard ##co ##ding
workable,work ##able
appcompat,app ##com ##pa ##t
dreamweaver,dream ##we ##aver
ntlm,nt ##lm
automating,auto ##mat ##ing
patching,patch ##ing
ub,u ##b
user2,user ##2
ofcourse,of ##co ##urse
handlebars,handle ##bar ##s
toggles,to ##ggles
vocabul,vo ##ca ##bu ##l
21474,214 ##7 ##4
strcmp,st ##rc ##mp
ps1,ps ##1
urlencoded,ur ##len ##code ##d
fql,f ##q ##l
segmented,segment ##ed
newb,new ##b
ebs,e ##bs
transparently,transparent ##ly
datal,data ##l
bytearray,byte ##ar ##ray
httppost,http ##post
clueless,clue ##less
deserializing,des ##eria ##li ##zing
dij,di ##j
wwwroot,www ##ro ##ot
j2ee,j ##2 ##ee
excludes,exclude ##s
dst,ds ##t
urllib2,ur ##lli ##b ##2
routers,route ##rs
omitting,om ##itt ##ing
parametri,para ##met ##ri
eventargs,event ##ar ##gs
bst,bs ##t
delegated,delegate ##d
scaffolding,sc ##af ##folding
cplusplus,cp ##lus ##pl ##us
worksheets,works ##hee ##ts
installers,install ##ers
trickier,trick ##ier
undeclared,und ##ec ##lar ##ed
classnotfoundexception,class ##not ##fo ##und ##ex ##ception
avplayer,av ##play ##er
cls,cl ##s
gar,ga ##r
bbb,bb ##b
discrep,disc ##re ##p
retrive,re ##tri ##ve
mex,me ##x
namesp,names ##p
754,75 ##4
devtools,dev ##to ##ols
acrobat,ac ##ro ##bat
stacking,stack ##ing
mpmovieplayer,mp ##mo ##vie ##play ##er
unaccept,una ##cc ##ept
qstring,q ##st ##ring
speedup,speed ##up
rotations,rotation ##s
5s,5 ##s
colorbox,color ##box
codecs,code ##cs
1280,128 ##0
paperclip,paper ##cl ##ip
changelog,change ##log
autolayout,auto ##lay ##out
lnk,l ##nk
resorting,resort ##ing
htmlspecial,html ##sp ##ec ##ial
animates,an ##imate ##s
nn,n ##n
enumerated,en ##ume ##rated
symlinks,sy ##ml ##ink ##s
begininvoke,begin ##in ##vo ##ke
deadlocks,dead ##lock ##s
gad,ga ##d
propagated,prop ##aga ##ted
googlecode,google ##code
requirejs,require ##js
dalvik,dal ##vik
untill,until ##l
mainpage,main ##page
angular2,angular ##2
wallpaper,wall ##paper
therefor,there ##for
repr,rep ##r
abstractions,abstraction ##s
irc,ir ##c
tsql,ts ##q ##l
mdb,md ##b
pec,pe ##c
adjacency,ad ##ja ##cen ##cy
wf,w ##f
seamlessly,seam ##lessly
intermediary,inter ##media ##ry
failover,fail ##over
navigated,navigate ##d
swig,sw ##ig
e1,e ##1
patched,patch ##ed
customise,custom ##ise
smarty,smart ##y
actionresult,action ##res ##ult
dk,d ##k
dg,d ##g
ttl,tt ##l
dnn,d ##nn
inad,ina ##d
nio,ni ##o
mouseleave,mouse ##lea ##ve
mdi,md ##i
jython,j ##yt ##hon
htmlspecialchars,html ##sp ##ec ##ial ##cha ##rs
implode,imp ##lo ##de
putty,put ##ty
childs,child ##s
hmac,hm ##ac
conforms,conform ##s
appreci,app ##re ##ci
conforming,conform ##ing
someclass,some ##class
1001,100 ##1
callers,caller ##s
kubernetes,ku ##ber ##net ##es
interactively,interactive ##ly
appe,app ##e
cryptography,crypt ##ography
stumb,stu ##mb
vib,vi ##b
mailt,mail ##t
vtable,vt ##able
cmakelists,cm ##ake ##lists
loosing,lo ##osing
unloaded,un ##loaded
avc,av ##c
simplification,sim ##pl ##ification
timezones,time ##zone ##s
vulnerabilities,vu ##ln ##era ##bilities
generalize,general ##ize
